userId,movieId,tag,timestamp
19,2324,bittersweet,1428651158
19,2324,holocaust,1428651112
19,2324,World War II,1428651118
23,7075,hilarious,1378675786
23,7075,Underrated,1378675786
54,357,Garath,1354417040
57,260,Science Fiction,1433167996
120,109374,cinematography,1445114894
157,7142,bad script,1362371627
157,7142,no plot,1362371612
157,52975,feel good,1362371683
157,52975,great music,1362371698
157,52975,musical,1362371718
157,55267,large family,1362371415
157,55267,realistic,1362371439
157,55267,romantic,1362371491
157,55267,Steve Carell,1362371472
157,55267,the music,1362371394
157,55872,builds up,1362371915
157,55872,different but very good,1362371939
157,55872,love of music,1362371851
157,55872,power of music,1362371770
157,55872,thought-provoking,1362371764
157,55872,unique,1362371792
157,55872,uplifting and compelling,1362371824
159,96481,documentary,1421441786
159,96481,lifestyle,1421441786
159,96481,white trash,1421441786
159,114935,mindfuck,1426364431
159,114935,time travel,1426364435
160,69714,weak story,1378237064
160,71688,Imtiaz Ali,1378237091
160,71688,kareena kapoor,1378237086
176,108729,best ending ever,1434474951
176,108729,confusing,1434474852
176,108729,good acting,1434474875
176,108729,Jake Gyllenhaal,1434474872
176,108729,mindfuck,1434474896
176,108729,nudity (topless),1434474874
176,108729,pregnancy,1434474894
176,108729,professor,1434474920
176,108729,spiders,1434474908
176,108729,tense,1434474870
176,108729,worst ending ever,1434474895
176,114277,musical,1447508154
176,114795,Dram,1434396751
176,114795,Fantasy,1434396757
176,126420,Drama,1433576863
176,134597,Prison,1433590012
178,70,Diablo,1140214685
178,208,Tetris,1140214718
178,2124,burb,1140216358
178,2384,steak,1140216367
178,6281,yay! Jack B. :),1139404874
178,39292,borring?,1139319211
178,49286,Jack Black ^_^,1169680591
178,77866,Deserves better reviews!,1274391625
178,77866,lovely characters.,1274391625
178,77866,Rewrite history,1274391625
183,260,Science Fiction,1431843076
183,260,space,1431843088
202,260,classic,1430733300
202,260,Science Fiction,1430733308
202,260,space,1430733294
206,1260,Fritz Lang,1287251651
206,2010,classic,1287251696
206,2010,Fritz Lang,1287251692
206,2318,dark comedy,1287247554
206,2318,dark humor,1287247575
206,2318,dysfunctional family,1287247559
206,4210,based on a book,1287255874
206,4210,MURDER INVESTIGATIONS,1287255885
206,4210,SERIAL KILLERS,1287255870
206,5105,DEATH OF A CHILD,1287250600
206,5105,Donald Sutherland,1287250616
206,6985,Carl Theodor Dreyer,1287310292
206,6985,mental illness,1287310301
206,6985,silent film,1287310298
211,1240,Sci-Fi,1425833378
211,7502,World War II,1425833344
261,1,animation,1313154708
261,1,fun,1313154717
261,34,funny,1313155039
261,34,original,1313155039
261,47,serial killer,1313154818
261,110,scotland,1313154582
261,150,drama,1313154657
261,150,ed harris,1313154657
261,290,disturbing,1313150985
261,290,drama,1313150985
261,293,gary oldman,1313150907
261,293,jean reno,1313150907
261,293,luc besson,1313150907
261,356,drama,1313154522
261,457,edge of the seat,1313154616
261,457,suspense,1313154616
261,457,thriller,1313154616
261,475,politics,1313150800
261,527,Oscar (Best Picture),1313150069
261,527,war,1313150090
261,589,action,1313154685
261,593,horror,1313154543
261,597,Comedy,1313154984
261,597,julia roberts,1313154994
261,648,action,1313154800
261,648,predictable,1313154786
261,648,tom cruise,1313154786
261,736,action,1313154908
261,736,predictable,1313154908
261,778,danny boyle,1313153848
261,778,ewan mcgregor,1313153848
261,1090,oliver stone,1313151277
261,1090,Vietnam War,1313151238
261,1090,willem dafoe,1313151277
261,1193,jack nicholson,1313150035
261,1193,Oscar (Best Picture),1313150027
261,1208,war drama,1313075225
261,1222,Vietnam War,1313150750
261,1222,war,1313150758
261,1240,Action,1313155916
261,1280,film noir,1313151025
261,1299,true story,1313149958
261,1299,Vietnam War,1313149953
261,1304,Oscar (Best Cinematography),1313151091
261,1680,fun,1313073452
261,2028,war,1313073477
261,2459,horror,1313073427
261,2762,twist ending,1313154929
261,2858,dark comedy,1313074878
261,2858,thought-provoking,1313074872
261,3481,based on a book,1313076370
261,3481,quirky,1313076367
261,3967,british,1313075985
261,3967,drama,1313075993
261,4326,drama,1313150601
261,4326,gene hackman,1313150601
261,4973,cult film,1313150657
261,4995,drama,1313075969
261,5377,comedy,1313076447
261,6380,disturbing,1313152210
261,7256,mountain climbing,1313150175
261,7256,true story,1313150108
261,8873,drama,1313075905
261,43396,anthony hopkins,1313076152
261,43396,drama,1313076152
261,44204,drama,1313075788
261,44204,south africa,1313075781
261,45210,gripping emotive,1313076317
261,47894,drama,1313076107
261,48738,drama,1313075434
261,49530,action,1313075864
261,55247,based on a book,1313076022
261,55247,drama,1313076040
261,55247,sean penn,1313076040
261,55820,drama,1313075751
261,56367,comedy,1313075595
261,63082,danny boyle,1313075655
261,63082,drama,1313075633
261,63082,Oscar (Best Picture),1313075619
261,63876,drama,1313076078
261,63876,sean penn,1313076078
261,64614,Clint Eastwood,1313075566
261,64614,drama,1313075580
261,64620,politics,1313075678
261,64839,excellent,1313075816
261,65188,documentary,1313149675
261,66385,excellent,1313075528
261,67665,documentary,1313150466
261,67665,feel good,1313150490
261,67665,moving,1313150490
261,69481,action,1313075693
261,72011,drama,1313075946
261,80906,business,1313149847
261,80906,politics,1313149840
261,81845,drama,1313149781
261,81845,Oscar (Best Picture),1313149784
261,81910,documentary,1313149702
266,71550,high school,1255918213
302,260,action,1439699445
302,260,classic,1439699436
302,106195,Indie,1439699547
320,260,schematic adventure,1437940076
320,260,stereotyped heroes,1437940086
322,45186,Good,1148328055
328,260,classic,1437542278
328,260,sci-fi,1437542272
336,589,dystopia,1374929630
336,589,sci-fi,1374929620
336,589,time travel,1374929626
336,3578,actors,1374929602
336,3578,actresses,1374929602
